metric,median,p25,p75
real_s,0.575000,0.547500,0.587500
user_s,0.240000,0.230000,0.250000
sys_s,0.040000,0.030000,0.047500
peak_kb,34932.000000,34929.000000,35056.000000
colors_used,213.000000,213.000000,213.000000
