metric,median,p25,p75
real_s,0.003567,0.003567,0.003567
user_s,0.002167,0.002167,0.002167
sys_s,0.001067,0.001067,0.001067
peak_kb,1688.000000,1688.000000,1688.000000
colors_used,53.000000,53.000000,53.000000
