metric,median,p25,p75
real_s,0.000000,0.000000,0.000000
user_s,0.000000,0.000000,0.000000
sys_s,0.000000,0.000000,0.000000
peak_kb,1608.000000,1608.000000,1608.000000
colors_used,3.000000,3.000000,3.000000
