metric,median,p25,p75
real_s,0.005000,0.005000,0.005000
user_s,0.029533,0.029533,0.029533
sys_s,0.007667,0.007667,0.007667
peak_kb,4468.000000,4468.000000,4468.000000
colors_used,3.000000,3.000000,3.000000
