metric,median,p25,p75
real_s,0.005167,0.005167,0.005167
user_s,0.033900,0.033900,0.033900
sys_s,0.006900,0.006900,0.006900
peak_kb,4464.000000,4464.000000,4464.000000
colors_used,3.000000,3.000000,3.000000
