metric,median,p25,p75
real_s,0.030000,0.030000,0.030000
user_s,0.000000,0.000000,0.000000
sys_s,0.000000,0.000000,0.000000
peak_kb,3456.000000,3328.000000,3456.000000
colors_used,18.000000,18.000000,18.000000
