run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.570000,0.240000,0.040000,34932,0,213
2,0.600000,0.260000,0.040000,34928,0,213
3,0.580000,0.250000,0.030000,34928,0,213
4,0.540000,0.240000,0.010000,34932,0,213
5,0.730000,0.310000,0.070000,35060,0,213
6,0.580000,0.250000,0.030000,35060,0,213
7,0.590000,0.230000,0.050000,35056,0,213
8,0.570000,0.210000,0.060000,35056,0,213
9,0.540000,0.210000,0.040000,34932,0,213
10,0.540000,0.230000,0.020000,34928,0,213
