run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.020000,0.000000,0.000000,3968,0,53
2,0.030000,0.000000,0.000000,3968,0,53
3,0.030000,0.000000,0.000000,3968,0,53
4,0.030000,0.000000,0.000000,3968,0,53
5,0.030000,0.000000,0.000000,4096,0,53
6,0.030000,0.000000,0.000000,4096,0,53
7,0.030000,0.000000,0.000000,4096,0,53
8,0.020000,0.000000,0.000000,3968,0,53
9,0.030000,0.000000,0.000000,3968,0,53
10,0.020000,0.000000,0.000000,3968,0,53
