run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.020000,0.000000,0.000000,3328,0,18
2,0.030000,0.000000,0.000000,3456,0,18
3,0.030000,0.000000,0.000000,3328,0,18
4,0.040000,0.000000,0.000000,3456,0,18
5,0.030000,0.000000,0.000000,3456,0,18
6,0.030000,0.000000,0.000000,3456,0,18
7,0.030000,0.000000,0.000000,3456,0,18
8,0.030000,0.000000,0.000000,3328,0,18
9,0.030000,0.000000,0.000000,3328,0,18
10,0.020000,0.000000,0.000000,3456,0,18
