metric,median,p25,p75
real_s,0.050000,0.050000,0.060000
user_s,0.020000,0.010000,0.020000
sys_s,0.000000,0.000000,0.000000
peak_kb,5376.000000,5280.000000,5376.000000
colors_used,54.000000,54.000000,54.000000
