metric,median,p25,p75
real_s,0.004100,0.004100,0.004100
user_s,0.001650,0.001650,0.001650
sys_s,0.001550,0.001550,0.001550
peak_kb,1664.000000,1664.000000,1664.000000
colors_used,15.000000,15.000000,15.000000
