metric,median,p25,p75
real_s,0.003033,0.003033,0.003033
user_s,0.001467,0.001467,0.001467
sys_s,0.001267,0.001267,0.001267
peak_kb,1640.000000,1640.000000,1640.000000
colors_used,23.000000,23.000000,23.000000
