metric,median,p25,p75
real_s,0.019300,0.019300,0.019300
user_s,0.041100,0.041100,0.041100
sys_s,0.003900,0.003900,0.003900
peak_kb,3968.000000,3968.000000,3968.000000
colors_used,16.000000,16.000000,16.000000
