metric,median,p25,p75
real_s,0.030000,0.022500,0.030000
user_s,0.000000,0.000000,0.000000
sys_s,0.000000,0.000000,0.000000
peak_kb,3968.000000,3968.000000,4064.000000
colors_used,53.000000,53.000000,53.000000
