metric,median,p25,p75
real_s,0.045000,0.040000,0.050000
user_s,0.000000,0.000000,0.007500
sys_s,0.000000,0.000000,0.000000
peak_kb,5056.000000,4992.000000,5120.000000
colors_used,26.000000,26.000000,26.000000
