metric,median,p25,p75
real_s,0.004900,0.004900,0.004900
user_s,0.003333,0.003333,0.003333
sys_s,0.001200,0.001200,0.001200
peak_kb,1700.000000,1700.000000,1700.000000
colors_used,27.000000,27.000000,27.000000
