metric,median,p25,p75
real_s,0.002333,0.002333,0.002333
user_s,0.000967,0.000967,0.000967
sys_s,0.001067,0.001067,0.001067
peak_kb,1552.000000,1552.000000,1552.000000
colors_used,4.000000,4.000000,4.000000
