run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.040000,0.000000,0.000000,4992,0,26
2,0.040000,0.000000,0.000000,4992,0,26
3,0.040000,0.010000,0.000000,5120,0,26
4,0.050000,0.000000,0.010000,5120,0,26
5,0.040000,0.000000,0.000000,4992,0,26
6,0.050000,0.000000,0.010000,5120,0,26
7,0.050000,0.010000,0.000000,5120,0,26
8,0.040000,0.000000,0.000000,5120,0,26
9,0.050000,0.000000,0.000000,4992,0,26
10,0.050000,0.010000,0.000000,4992,0,26
