metric,median,p25,p75
real_s,0.003200,0.003200,0.003200
user_s,0.001150,0.001150,0.001150
sys_s,0.001250,0.001250,0.001250
peak_kb,1616.000000,1616.000000,1616.000000
colors_used,3.000000,3.000000,3.000000
