run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.010000,0.000000,0.000000,3840,0,3
2,0.010000,0.000000,0.000000,3840,0,3
3,0.020000,0.000000,0.000000,3840,0,3
4,0.050000,0.000000,0.000000,3712,0,3
5,0.010000,0.000000,0.000000,3840,0,3
6,0.010000,0.000000,0.000000,3840,0,3
7,0.020000,0.000000,0.000000,3840,0,3
8,0.020000,0.000000,0.000000,3840,0,3
9,0.010000,0.000000,0.000000,3840,0,3
10,0.010000,0.000000,0.000000,3840,0,2
