metric,median,p25,p75
real_s,0.002333,0.002333,0.002333
user_s,0.001000,0.001000,0.001000
sys_s,0.001033,0.001033,0.001033
peak_kb,1564.000000,1564.000000,1564.000000
colors_used,3.000000,3.000000,3.000000
