metric,median,p25,p75
real_s,0.020000,0.020000,0.020000
user_s,0.000000,0.000000,0.000000
sys_s,0.000000,0.000000,0.000000
peak_kb,3584.000000,3488.000000,3584.000000
colors_used,13.000000,13.000000,13.000000
