metric,median,p25,p75
real_s,0.020000,0.020000,0.020000
user_s,0.000000,0.000000,0.000000
sys_s,0.000000,0.000000,0.000000
peak_kb,3328.000000,3328.000000,3328.000000
colors_used,7.000000,7.000000,7.000000
