metric,median,p25,p75
real_s,0.004800,0.004800,0.004800
user_s,0.026467,0.026467,0.026467
sys_s,0.007067,0.007067,0.007067
peak_kb,4468.000000,4468.000000,4468.000000
colors_used,2.000000,2.000000,2.000000
