metric,median,p25,p75
real_s,0.020200,0.020200,0.020200
user_s,0.066200,0.066200,0.066200
sys_s,0.004200,0.004200,0.004200
peak_kb,4096.000000,4096.000000,4096.000000
colors_used,26.000000,26.000000,26.000000
