run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.000000,0.000000,   0.000000,1680,0,23
2,0.000000,0.000000,   0.000000,1684,0,23
3,0.000000,0.000000,   0.000000,1680,0,23
4,0.000000,0.000000,   0.000000,1680,0,23
5,0.000000,0.000000,   0.000000,1684,0,23
6,0.020000,0.000000,   0.000000,1680,0,23
7,0.000000,0.000000,   0.000000,1684,0,23
8,0.000000,0.000000,   0.000000,1680,0,23
9,0.040000,0.000000,   0.000000,1684,0,23
10,0.000000,0.000000,   0.000000,1680,0,23
