run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.050000,0.010000,0.000000,5376,0,54
2,0.050000,0.010000,0.000000,5376,0,54
3,0.050000,0.010000,0.000000,5248,0,54
4,0.050000,0.010000,0.000000,5376,0,54
5,0.050000,0.010000,0.000000,5248,0,54
6,0.060000,0.010000,0.000000,5376,0,54
7,0.050000,0.010000,0.000000,5376,0,54
8,0.050000,0.010000,0.000000,5376,0,54
9,0.050000,0.000000,0.010000,5376,0,54
10,0.060000,0.020000,0.000000,5376,0,54
