metric,median,p25,p75
real_s,0.016700,0.016700,0.016700
user_s,0.033100,0.033100,0.033100
sys_s,0.003900,0.003900,0.003900
peak_kb,3968.000000,3968.000000,3968.000000
colors_used,4.000000,4.000000,4.000000
