metric,median,p25,p75
real_s,0.004967,0.004967,0.004967
user_s,0.028867,0.028867,0.028867
sys_s,0.006233,0.006233,0.006233
peak_kb,4464.000000,4464.000000,4464.000000
colors_used,2.000000,2.000000,2.000000
