run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.010000,0.000000,0.000000,3328,0,3
2,0.010000,0.000000,0.000000,3200,0,3
3,0.020000,0.000000,0.000000,3200,0,3
4,0.010000,0.000000,0.000000,3328,0,3
5,0.010000,0.000000,0.000000,3328,0,3
6,0.020000,0.000000,0.000000,3200,0,3
7,0.010000,0.000000,0.000000,3200,0,3
8,0.010000,0.000000,0.000000,3328,0,3
9,0.010000,0.000000,0.000000,3328,0,3
10,0.010000,0.000000,0.000000,3328,0,3
