metric,median,p25,p75
real_s,0.000000,0.000000,0.000000
user_s,0.000000,0.000000,0.000000
sys_s,0.000000,0.000000,0.000000
peak_kb,1680.000000,1680.000000,1684.000000
colors_used,23.000000,23.000000,23.000000
