metric,median,p25,p75
real_s,0.009400,0.009400,0.009400
user_s,0.001600,0.001600,0.001600
sys_s,0.001000,0.001000,0.001000
peak_kb,3456.000000,3456.000000,3456.000000
colors_used,3.000000,3.000000,3.000000
