metric,median,p25,p75
real_s,0.000000,0.000000,0.000000
user_s,0.000000,0.000000,0.000000
sys_s,0.000000,0.000000,0.000000
peak_kb,1608.000000,1604.000000,1608.000000
colors_used,4.000000,4.000000,4.000000
