run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.030000,0.000000,   0.000000,1740,0,27
2,0.000000,0.000000,   0.000000,1740,0,27
3,0.000000,0.000000,   0.000000,1740,0,27
4,0.000000,0.000000,   0.000000,1744,0,27
5,0.000000,0.000000,   0.000000,1740,0,27
6,0.000000,0.000000,   0.000000,1740,0,27
7,0.000000,0.000000,   0.000000,1740,0,27
8,0.000000,0.000000,   0.000000,1744,0,27
9,0.000000,0.000000,   0.000000,1740,0,27
10,0.010000,0.000000,   0.000000,1740,0,27
