metric,median,p25,p75
real_s,0.010000,0.010000,0.020000
user_s,0.000000,0.000000,0.000000
sys_s,0.000000,0.000000,0.000000
peak_kb,3456.000000,3456.000000,3456.000000
colors_used,15.000000,15.000000,15.000000
