run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.030000,0.000000,0.000000,4096,0,18
2,0.030000,0.000000,0.000000,4096,0,18
3,0.030000,0.000000,0.000000,4224,0,18
4,0.030000,0.000000,0.000000,4224,0,18
5,0.030000,0.000000,0.000000,4096,0,18
6,0.030000,0.000000,0.000000,4096,0,18
7,0.040000,0.000000,0.000000,4096,0,18
8,0.040000,0.000000,0.000000,4224,0,18
9,0.030000,0.000000,0.000000,4224,0,18
10,0.030000,0.010000,0.000000,4096,0,18
