run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.020000,0.000000,0.000000,3456,0,15
2,0.010000,0.000000,0.000000,3584,0,15
3,0.010000,0.000000,0.000000,3456,0,15
4,0.010000,0.000000,0.000000,3328,0,15
5,0.010000,0.000000,0.000000,3456,0,15
6,0.010000,0.000000,0.000000,3584,0,15
7,0.030000,0.000000,0.000000,3456,0,15
8,0.010000,0.000000,0.000000,3456,0,15
9,0.020000,0.000000,0.000000,3456,0,15
10,0.020000,0.000000,0.000000,3456,0,15
