run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.000000,0.000000,   0.000000,1740,0,65
2,0.000000,0.000000,   0.000000,1740,0,65
3,0.000000,0.000000,   0.000000,1740,0,65
4,0.020000,0.000000,   0.000000,1740,0,65
5,0.000000,0.000000,   0.000000,1740,0,65
6,0.000000,0.000000,   0.000000,1744,0,65
7,0.000000,0.000000,   0.000000,1740,0,65
8,0.000000,0.000000,   0.000000,1740,0,65
9,0.000000,0.000000,   0.000000,1740,0,65
10,0.000000,0.000000,   0.000000,1744,0,65
