run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.130000,0.080000,   0.010000,6320,0,213
2,0.110000,0.080000,   0.000000,6320,0,213
3,0.110000,0.080000,   0.010000,6316,0,213
4,0.090000,0.070000,   0.010000,6248,0,213
5,0.130000,0.070000,   0.010000,6252,0,213
6,0.090000,0.080000,   0.010000,6320,0,213
7,0.090000,0.080000,   0.010000,6252,0,213
8,0.110000,0.070000,   0.010000,6320,0,213
9,0.100000,0.080000,   0.000000,6316,0,213
10,0.110000,0.070000,   0.020000,6316,0,213
