metric,median,p25,p75
real_s,0.000000,0.000000,0.017500
user_s,0.000000,0.000000,0.000000
sys_s,0.000000,0.000000,0.000000
peak_kb,1728.000000,1728.000000,1731.000000
colors_used,53.000000,53.000000,53.000000
