metric,median,p25,p75
real_s,0.002300,0.002300,0.002300
user_s,0.000933,0.000933,0.000933
sys_s,0.001100,0.001100,0.001100
peak_kb,1560.000000,1560.000000,1560.000000
colors_used,3.000000,3.000000,3.000000
