run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.020000,0.000000,0.000000,3328,0,7
2,0.020000,0.000000,0.000000,3328,0,7
3,0.020000,0.000000,0.000000,3328,0,7
4,0.020000,0.000000,0.000000,3328,0,7
5,0.020000,0.000000,0.000000,3328,0,7
6,0.010000,0.000000,0.000000,3328,0,7
7,0.020000,0.000000,0.000000,3328,0,7
8,0.010000,0.000000,0.000000,3200,0,7
9,0.020000,0.000000,0.000000,3200,0,7
10,0.020000,0.000000,0.000000,3328,0,7
