run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.020000,0.000000,0.000000,3840,0,14
2,0.020000,0.000000,0.000000,3840,0,16
3,0.020000,0.000000,0.000000,3840,0,16
4,0.020000,0.000000,0.000000,3840,0,14
5,0.020000,0.000000,0.000000,3840,0,15
6,0.020000,0.000000,0.000000,3840,0,16
7,0.020000,0.000000,0.000000,3840,0,15
8,0.020000,0.000000,0.000000,3840,0,16
9,0.030000,0.000000,0.000000,3840,0,14
10,0.020000,0.000000,0.000000,3840,0,15
