run,real_s,user_s,sys_s,peak_kb,rc,colors_used
1,0.000000,0.000000,   0.000000,1664,0,15
2,0.000000,0.000000,   0.000000,1660,0,15
3,0.020000,0.000000,   0.000000,1664,0,15
4,0.000000,0.000000,   0.000000,1664,0,15
5,0.020000,0.000000,   0.000000,1664,0,15
6,0.000000,0.000000,   0.000000,1660,0,15
7,0.000000,0.000000,   0.000000,1660,0,15
8,0.020000,0.000000,   0.000000,1660,0,15
9,0.000000,0.000000,   0.000000,1660,0,15
10,0.000000,0.000000,   0.000000,1660,0,15
