metric,median,p25,p75
real_s,0.003250,0.003250,0.003250
user_s,0.001200,0.001200,0.001200
sys_s,0.001200,0.001200,0.001200
peak_kb,1616.000000,1616.000000,1616.000000
colors_used,2.000000,2.000000,2.000000
