metric,median,p25,p75
real_s,0.025800,0.025800,0.025800
user_s,0.641000,0.641000,0.641000
sys_s,0.009200,0.009200,0.009200
peak_kb,4564.000000,4564.000000,4564.000000
colors_used,56.000000,56.000000,56.000000
